"applicant_id","municipality","application_year","selected","male","age_at_application","has_phone","ses_stratum","neighborhood","age_at_survey","survey_month","survey_form","household_visit","mother_educ","father_educ","mother_age","father_age","father_income_high","receiving_aid_now","started_g6_private","started_g7_private","in_private_now","in_school_now","highest_grade","finished_g6","finished_g7","finished_g8","repeats_g6","ever_repeated","total_repeats","years_in_school","married_or_cohab","has_child","working","hours_worked","cohort","selected_clean","male_clean","has_phone_clean","survey_form_clean","household_visit_clean","father_income_high_clean","receiving_aid_now_clean","started_g6_private_clean","started_g7_private_clean","in_private_now_clean","in_school_now_clean","finished_g6_clean","finished_g7_clean","finished_g8_clean","ever_repeated_clean","married_or_cohab_clean","has_child_clean","working_clean","ses_stratum_clean","neighborhood_clean","survey_month_clean","repeats_g6_clean","total_repeats_clean","age_change","age_unverifiable","age_decreased","age_unchanged","age_outside_2_to_4","age_at_survey_clean","grade_conflict","grade_below_5_review","school_years_below_grade_progress_review","finished_g6_conflict","finished_g7_conflict","finished_g8_conflict","repeats_conflict","private_school_conflict","mother_child_age_gap","mother_age_gap_over_60","mother_age_clean","father_child_age_gap","father_age_gap_over_60","father_age_clean","work_hours_conflict","years_in_school_above_4","years_in_school_exceeds_age_gap_plus_1","primary_logic_flag","age_at_application_missing","ses_stratum_missing","neighborhood_missing","age_at_application_imp","ses_stratum_imp","male_c","has_phone_c","age_at_application_imp_c","age_at_application_missing_c","ses_stratum_imp_c","ses_stratum_missing_c"
101307,"A",2020,0,0,12,1,2,19,15,3,0,0,,6,46,37,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,19,3,0,0,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,FALSE,46,22,FALSE,37,FALSE,FALSE,FALSE,FALSE,0,0,0,12,2,-0.501700680272109,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
101308,"A",2022,0,1,13,1,2,,14,7,1,0,5,5,36,46,0,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,36,32,FALSE,46,FALSE,FALSE,FALSE,FALSE,0,0,1,13,2,0.494584837545126,0,0.591911764705882,-0.0180505415162455,-0.0758928571428572,-0.191335740072202
101309,"A",2022,1,0,13,1,,,14,4,1,0,5,0,32,48,0,1,1,1,1,1,7,1,1,0,0,0,0,2,0,0,0,0,"A_2022",1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,,,4,0,0,1,FALSE,FALSE,FALSE,TRUE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,32,34,FALSE,48,FALSE,FALSE,FALSE,FALSE,0,1,1,13,2.07589285714286,-0.505415162454874,0,0.591911764705882,-0.0180505415162455,0,0.808664259927798
101310,"A",2022,0,0,12,1,2,,13,7,1,0,8,5,35,35,0,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,35,22,FALSE,35,FALSE,FALSE,FALSE,FALSE,0,0,1,12,2,-0.505415162454874,0,-0.408088235294118,-0.0180505415162455,-0.0758928571428572,-0.191335740072202
101311,"A",2020,0,1,13,1,2,6,16,4,0,0,5,5,45,50,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,1,40,"A_2020",0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,2,6,4,1,1,3,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29,FALSE,45,34,FALSE,50,FALSE,FALSE,FALSE,FALSE,0,0,0,13,2,0.498299319727891,0,0.40625,-0.0476190476190476,0,-0.158163265306122
101312,"B",2018,0,1,11,0,3,,16,6,1,0,11,8,36,36,0,0,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0,"B_2018",0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3,,6,0,0,5,FALSE,FALSE,FALSE,TRUE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,36,20,FALSE,36,FALSE,TRUE,FALSE,FALSE,0,0,1,11,3,0.575757575757576,-0.442424242424242,-1.40123456790123,-0.0181818181818182,1.056,-0.242424242424242
101313,"A",2022,0,1,12,1,3,,13,7,1,0,7,11,45,47,,0,1,0,0,1,6,1,0,0,1,1,1,2,0,0,0,0,"A_2022",0,1,1,1,0,,0,1,0,0,1,1,0,0,1,0,0,0,3,,7,1,1,1,FALSE,FALSE,FALSE,TRUE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,FALSE,45,34,FALSE,47,FALSE,FALSE,FALSE,FALSE,0,0,1,12,3,0.494584837545126,0,-0.408088235294118,-0.0180505415162455,0.924107142857143,-0.191335740072202
101314,"A",2020,1,1,11,1,1,19,14,4,0,0,6,,29,34,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,0,,1,1,1,1,1,1,1,1,0,0,0,0,1,19,4,0,0,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,29,20,FALSE,34,FALSE,FALSE,FALSE,FALSE,0,0,0,11,1,0.498299319727891,0,-1.59375,-0.0476190476190476,-1,-0.158163265306122
101315,"A",2020,1,1,13,1,2,6,15,3,0,0,7,9,36,40,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,6,3,0,0,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,36,25,FALSE,40,FALSE,FALSE,TRUE,FALSE,0,0,0,13,2,0.498299319727891,0,0.40625,-0.0476190476190476,0,-0.158163265306122
101316,"A",2022,0,1,12,1,2,,13,7,1,0,5,,55,,,0,1,1,1,1,7,1,1,0,0,0,0,3,0,,0,0,"A_2022",0,1,1,1,0,,0,1,1,1,1,1,1,0,0,0,,0,2,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,FALSE,55,,FALSE,,FALSE,FALSE,TRUE,FALSE,0,0,1,12,2,0.494584837545126,0,-0.408088235294118,-0.0180505415162455,-0.0758928571428572,-0.191335740072202
101317,"A",2020,0,0,,1,1,,13,4,0,0,,,33,,,0,1,0,0,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,,0,1,0,0,1,1,1,1,0,0,0,0,1,,4,0,0,,TRUE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,33,,FALSE,,FALSE,FALSE,FALSE,FALSE,1,0,1,12.59375,1,-0.501700680272109,0,0,0.952380952380952,-1,-0.158163265306122
101318,"A",2020,1,0,12,1,1,19,15,8,1,0,5,5,54,53,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,19,8,0,0,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,FALSE,54,38,FALSE,53,FALSE,FALSE,FALSE,FALSE,0,0,0,12,1,-0.501700680272109,0,-0.59375,-0.0476190476190476,-1,-0.158163265306122
101319,"A",2020,1,0,13,1,2,19,15,3,0,0,5,5,53,54,0,0,1,0,0,1,8,1,1,1,1,1,1,4,0,0,0,0,"A_2020",1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,2,19,3,1,1,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,FALSE,53,39,FALSE,54,FALSE,FALSE,TRUE,FALSE,0,0,0,13,2,-0.501700680272109,0,0.40625,-0.0476190476190476,0,-0.158163265306122
101320,"A",2020,0,1,11,1,3,16,13,4,0,0,5,6,32,42,0,0,0,0,0,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,16,4,0,0,2,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,32,29,FALSE,42,FALSE,FALSE,TRUE,FALSE,0,0,0,11,3,0.498299319727891,0,-1.59375,-0.0476190476190476,1,-0.158163265306122
101321,"A",2020,0,0,14,1,1,19,16,3,0,0,,,,,,0,1,0,0,0,7,1,1,0,0,0,0,3,0,0,1,40,"A_2020",0,0,1,0,0,,0,1,0,0,0,1,1,0,0,0,0,1,1,19,3,0,0,2,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,,FALSE,FALSE,FALSE,FALSE,0,0,0,14,1,-0.501700680272109,0,1.40625,-0.0476190476190476,-1,-0.158163265306122
101322,"A",2020,0,0,11,1,1,19,13,3,0,0,3,,47,52,0,0,1,0,0,1,7,1,1,0,0,1,1,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,19,3,0,1,2,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,FALSE,47,39,FALSE,52,FALSE,FALSE,TRUE,FALSE,0,0,0,11,1,-0.501700680272109,0,-1.59375,-0.0476190476190476,-1,-0.158163265306122
101323,"A",2020,0,1,14,1,,5,16,3,0,0,0,8,34,45,0,0,1,0,0,0,8,1,1,1,0,0,0,3,0,0,1,40,"A_2020",0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,,5,3,0,0,2,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,34,29,FALSE,45,FALSE,FALSE,FALSE,FALSE,0,1,0,14,2,0.498299319727891,0,1.40625,-0.0476190476190476,0,0.841836734693878
101324,"A",2020,1,0,12,1,2,5,14,7,1,0,9,6,40,44,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,5,7,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,FALSE,40,30,FALSE,44,FALSE,FALSE,TRUE,FALSE,0,0,0,12,2,-0.501700680272109,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
101325,"B",2018,1,1,12,1,2,,17,7,1,1,6,11,48,51,0,0,1,0,0,0,7,1,1,0,0,0,0,3,0,0,1,10,"B_2018",1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,,7,0,0,5,FALSE,FALSE,FALSE,TRUE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,FALSE,48,34,FALSE,51,FALSE,FALSE,FALSE,FALSE,0,0,1,12,2,0.575757575757576,0.557575757575758,-0.401234567901234,-0.0181818181818182,0.056,-0.242424242424242
101326,"B",2018,1,1,15,0,2,,20,6,1,1,6,,41,,,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,"B_2018",1,1,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,2,,6,0,0,5,FALSE,FALSE,FALSE,TRUE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,41,,FALSE,,FALSE,FALSE,FALSE,FALSE,0,0,1,15,2,0.575757575757576,-0.442424242424242,2.59876543209877,-0.0181818181818182,0.056,-0.242424242424242
101327,"A",2020,0,0,,1,2,5,15,4,0,0,5,,47,54,,0,1,0,0,1,7,1,1,0,0,0,0,3,0,0,0,0,"A_2020",0,0,1,0,0,,0,1,0,0,1,1,1,0,0,0,0,0,2,5,4,0,0,,TRUE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,FALSE,47,39,FALSE,54,FALSE,FALSE,FALSE,FALSE,1,0,0,12.59375,2,-0.501700680272109,0,0,0.952380952380952,0,-0.158163265306122
101328,"B",2018,1,1,10,1,2,,15,7,1,1,8,5,46,39,0,0,0,0,0,1,9,1,1,1,1,1,1,6,0,0,0,0,"B_2018",1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,2,,7,1,1,5,FALSE,FALSE,FALSE,TRUE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,FALSE,46,24,FALSE,39,FALSE,TRUE,FALSE,FALSE,0,0,1,10,2,0.575757575757576,0.557575757575758,-2.40123456790123,-0.0181818181818182,0.056,-0.242424242424242
101329,"A",2020,0,1,14,1,,19,16,3,0,0,7,3,16,37,0,0,1,1,1,1,7,1,1,0,0,0,0,3,0,0,1,30,"A_2020",0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,,19,3,0,0,2,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,,21,FALSE,37,FALSE,FALSE,FALSE,FALSE,0,1,0,14,2,0.498299319727891,0,1.40625,-0.0476190476190476,0,0.841836734693878
101330,"A",2020,0,1,15,1,,,18,3,0,0,,5,41,50,0,0,1,1,0,1,9,1,1,1,0,0,0,5,0,0,0,0,"A_2020",0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,,,3,0,0,3,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,41,32,FALSE,50,FALSE,TRUE,TRUE,FALSE,0,1,1,15,2,0.498299319727891,0,2.40625,-0.0476190476190476,0,0.841836734693878
101331,"A",2020,0,1,11,1,2,17,14,8,1,0,8,8,42,44,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,17,8,0,0,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,FALSE,42,30,FALSE,44,FALSE,FALSE,FALSE,FALSE,0,0,0,11,2,0.498299319727891,0,-1.59375,-0.0476190476190476,0,-0.158163265306122
101332,"A",2022,0,0,10,1,,,12,4,1,0,7,3,36,38,0,0,1,0,0,1,7,1,1,0,0,0,0,2,0,0,0,0,"A_2022",0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,,,4,0,0,2,FALSE,FALSE,FALSE,FALSE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,36,26,FALSE,38,FALSE,FALSE,FALSE,FALSE,0,1,1,10,2.07589285714286,-0.505415162454874,0,-2.40808823529412,-0.0180505415162455,0,0.808664259927798
101333,"A",2022,1,1,12,1,2,,13,7,1,0,11,11,40,38,0,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,2,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,FALSE,40,25,FALSE,38,FALSE,FALSE,FALSE,FALSE,0,0,1,12,2,0.494584837545126,0,-0.408088235294118,-0.0180505415162455,-0.0758928571428572,-0.191335740072202
101334,"A",2020,0,0,12,1,,7,15,5,1,0,11,,40,,,0,1,1,1,1,8,1,1,1,1,1,1,4,0,0,0,0,"A_2020",0,0,1,1,0,,0,1,1,1,1,1,1,1,1,0,0,0,,7,5,1,1,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,40,,FALSE,,FALSE,FALSE,FALSE,FALSE,0,1,0,12,2,-0.501700680272109,0,-0.59375,-0.0476190476190476,0,0.841836734693878
101335,"B",2018,1,1,14,0,2,,19,6,1,1,,2,,41,0,0,1,1,0,0,7,1,1,0,0,0,0,2,0,0,1,0,"B_2018",1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,2,,6,0,0,5,FALSE,FALSE,FALSE,TRUE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,22,FALSE,41,FALSE,FALSE,FALSE,FALSE,0,0,1,14,2,0.575757575757576,-0.442424242424242,1.59876543209877,-0.0181818181818182,0.056,-0.242424242424242
101336,"A",2020,0,1,13,1,1,19,15,3,0,0,3,,53,,,1,1,1,1,1,7,1,1,0,1,1,1,4,0,0,0,0,"A_2020",0,1,1,0,0,,1,1,1,1,1,1,1,0,1,0,0,0,1,19,3,1,1,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,FALSE,53,,FALSE,,FALSE,FALSE,TRUE,FALSE,0,0,0,13,1,0.498299319727891,0,0.40625,-0.0476190476190476,-1,-0.158163265306122
101337,"A",2020,0,0,12,1,2,19,15,7,1,0,3,3,42,48,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0,"A_2020",0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,2,19,7,1,1,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,FALSE,42,33,FALSE,48,FALSE,FALSE,FALSE,FALSE,0,0,0,12,2,-0.501700680272109,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
101338,"A",2022,1,1,11,1,3,,12,7,1,0,11,5,40,46,0,0,0,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,FALSE,40,34,FALSE,46,FALSE,FALSE,FALSE,FALSE,0,0,1,11,3,0.494584837545126,0,-1.40808823529412,-0.0180505415162455,0.924107142857143,-0.191335740072202
101339,"A",2020,1,1,11,1,2,7,14,8,1,0,5,4,37,38,0,0,1,1,1,1,7,1,1,0,1,1,1,4,0,0,0,0,"A_2020",1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,2,7,8,1,1,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,37,24,FALSE,38,FALSE,FALSE,FALSE,FALSE,0,0,0,11,2,0.498299319727891,0,-1.59375,-0.0476190476190476,0,-0.158163265306122
101340,"A",2020,0,1,12,1,2,,14,4,0,0,11,11,39,39,0,1,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,2,,4,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,39,25,FALSE,39,FALSE,FALSE,TRUE,FALSE,0,0,1,12,2,0.498299319727891,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
101341,"A",2020,0,1,12,1,2,19,14,4,0,0,6,3,38,36,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,19,4,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,38,22,FALSE,36,FALSE,FALSE,TRUE,FALSE,0,0,0,12,2,0.498299319727891,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
101342,"A",2020,1,0,12,1,3,14,14,4,0,0,5,5,38,48,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0,"A_2020",1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,3,14,4,1,1,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,38,34,FALSE,48,FALSE,FALSE,TRUE,FALSE,0,0,0,12,3,-0.501700680272109,0,-0.59375,-0.0476190476190476,1,-0.158163265306122
101343,"B",2018,0,0,12,1,,,17,6,1,1,3,,74,,,0,0,0,0,1,9,1,1,1,0,0,0,6,0,0,0,0,"B_2018",0,0,1,1,1,,0,0,0,0,1,1,1,1,0,0,0,0,,,6,0,0,5,FALSE,FALSE,FALSE,TRUE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,FALSE,74,,FALSE,,FALSE,TRUE,FALSE,FALSE,0,1,1,12,1.944,-0.424242424242424,0.557575757575758,-0.401234567901234,-0.0181818181818182,0,0.757575757575758
101344,"A",2020,0,0,11,1,2,4,14,7,1,0,7,0,40,46,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,4,7,0,0,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,FALSE,40,32,FALSE,46,FALSE,FALSE,FALSE,FALSE,0,0,0,11,2,-0.501700680272109,0,-1.59375,-0.0476190476190476,0,-0.158163265306122
101345,"A",2020,0,0,13,1,2,18,15,3,0,0,,,39,42,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,2,18,3,1,1,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,39,27,FALSE,42,FALSE,FALSE,TRUE,FALSE,0,0,0,13,2,-0.501700680272109,0,0.40625,-0.0476190476190476,0,-0.158163265306122
101346,"A",2020,1,1,,1,,19,15,3,0,0,5,6,32,45,0,0,1,1,0,0,8,1,1,1,0,0,0,3,0,0,0,0,"A_2020",1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,,19,3,0,0,,TRUE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,32,30,FALSE,45,FALSE,FALSE,FALSE,FALSE,1,1,0,12.59375,2,0.498299319727891,0,0,0.952380952380952,0,0.841836734693878
101347,"A",2020,0,1,15,1,2,5,17,4,0,0,5,4,48,54,1,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,2,5,4,0,0,2,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,FALSE,48,37,FALSE,54,FALSE,FALSE,TRUE,FALSE,0,0,0,15,2,0.498299319727891,0,2.40625,-0.0476190476190476,0,-0.158163265306122
101348,"A",2020,1,0,13,1,2,15,15,4,0,0,6,,37,40,,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,"A_2020",1,0,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,2,15,4,0,0,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,37,25,FALSE,40,FALSE,FALSE,FALSE,FALSE,0,0,0,13,2,-0.501700680272109,0,0.40625,-0.0476190476190476,0,-0.158163265306122
101349,"A",2020,1,1,16,1,1,5,18,6,0,0,8,,34,,,0,1,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,"A_2020",1,1,1,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,1,5,6,0,0,2,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,34,,FALSE,,FALSE,FALSE,FALSE,FALSE,0,0,0,16,1,0.498299319727891,0,3.40625,-0.0476190476190476,-1,-0.158163265306122
101350,"B",2018,0,0,12,1,,,16,6,1,1,3,3,58,63,1,0,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0,"B_2018",0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,,,6,0,0,4,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,FALSE,58,47,FALSE,63,FALSE,TRUE,TRUE,FALSE,0,1,1,12,1.944,-0.424242424242424,0.557575757575758,-0.401234567901234,-0.0181818181818182,0,0.757575757575758
101351,"A",2022,0,0,12,1,3,,13,7,1,0,3,3,43,48,,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",0,0,1,1,0,,0,1,1,1,1,1,0,0,0,0,0,0,3,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,43,35,FALSE,48,FALSE,FALSE,FALSE,FALSE,0,0,1,12,3,-0.505415162454874,0,-0.408088235294118,-0.0180505415162455,0.924107142857143,-0.191335740072202
101352,"A",2020,0,0,13,1,,17,15,3,0,0,,5,35,40,0,0,1,1,0,0,6,1,0,0,0,0,0,2,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,17,3,0,0,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,35,25,FALSE,40,FALSE,FALSE,FALSE,FALSE,0,1,0,13,2,-0.501700680272109,0,0.40625,-0.0476190476190476,0,0.841836734693878
101353,"A",2020,0,1,12,1,1,,14,5,0,0,4,2,34,50,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,,5,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,34,36,FALSE,50,FALSE,FALSE,TRUE,FALSE,0,0,1,12,1,0.498299319727891,0,-0.59375,-0.0476190476190476,-1,-0.158163265306122
101354,"A",2020,1,0,,1,2,19,16,3,0,0,5,9,37,38,0,0,1,1,0,0,6,1,0,0,0,0,0,2,0,0,0,0,"A_2020",1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,19,3,0,0,,TRUE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,37,22,FALSE,38,FALSE,FALSE,FALSE,FALSE,1,0,0,12.59375,2,-0.501700680272109,0,0,0.952380952380952,0,-0.158163265306122
