applicant_id,cohort,selected,years_in_school,highest_grade,total_repeats,years_minus_highest_grade_plus5,age_at_application,age_at_survey,age_change,exceeds_4_years,exceeds_age_change_plus1
100453,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100456,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100457,A2022,1,2,6,0,1.0,12,14,2.0,0,0
100465,A2022,1,2,6,0,1.0,12,13,1.0,0,0
100473,A2022,1,2,6,0,1.0,14,14,0.0,0,1
100474,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100482,A2022,1,2,6,0,1.0,15,16,1.0,0,0
100491,A2022,1,2,6,0,1.0,12,13,1.0,0,0
100500,A2022,1,5,9,0,1.0,14,16,2.0,1,1
100521,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100524,A2022,1,2,5,1,2.0,13,13,0.0,0,1
100555,A2022,1,1,6,0,0.0,11,12,1.0,0,0
100557,A2022,1,2,6,0,1.0,15,16,1.0,0,0
100561,A2022,1,2,6,0,1.0,11,11,0.0,0,1
100562,A2022,1,2,7,0,0.0,12,13,1.0,0,0
100569,A2022,1,2,6,0,1.0,12,13,1.0,0,0
100574,A2022,1,2,6,0,1.0,13,14,1.0,0,0
100584,A2022,1,2,6,0,1.0,13,14,1.0,0,0
100601,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100603,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100611,A2022,1,2,6,0,1.0,12,13,1.0,0,0
100613,A2022,1,2,6,0,1.0,12,13,1.0,0,0
100626,A2022,1,3,6,0,2.0,14,14,0.0,0,1
100628,A2022,1,2,6,0,1.0,14,11,-3.0,0,1
100654,A2022,1,2,6,0,1.0,11,11,0.0,0,1
100657,A2022,1,2,6,0,1.0,12,13,1.0,0,0
100664,A2022,1,2,6,0,1.0,13,14,1.0,0,0
100673,A2022,1,2,6,0,1.0,10,11,1.0,0,0
100677,A2022,1,1,5,0,1.0,13,14,1.0,0,0
100682,A2022,1,1,6,0,0.0,14,15,1.0,0,0
100687,A2022,1,2,7,0,0.0,11,12,1.0,0,0
100689,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100702,A2022,1,3,7,0,1.0,12,13,1.0,0,1
100734,A2022,1,2,6,0,1.0,15,16,1.0,0,0
100776,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100783,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100784,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100802,A2022,1,2,6,1,1.0,12,12,0.0,0,1
100813,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100816,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100830,A2022,1,2,6,0,1.0,11,11,0.0,0,1
100833,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100836,A2022,1,3,6,0,2.0,15,16,1.0,0,1
100846,A2022,1,2,6,0,1.0,13,14,1.0,0,0
100870,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100889,A2022,1,2,6,0,1.0,12,16,4.0,0,0
100892,A2022,1,2,6,0,1.0,11,11,0.0,0,1
100910,A2022,1,3,6,1,2.0,17,13,-4.0,0,1
100912,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100915,A2022,1,2,6,0,1.0,13,14,1.0,0,0
100923,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100927,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100941,A2022,1,3,6,0,2.0,11,12,1.0,0,1
100954,A2022,1,2,6,0,1.0,11,11,0.0,0,1
100956,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100962,A2022,1,2,6,0,1.0,10,11,1.0,0,0
100986,A2022,1,2,6,0,1.0,14,15,1.0,0,0
100993,A2022,1,3,8,0,0.0,12,14,2.0,0,0
100995,A2022,1,4,6,2,3.0,14,14,0.0,0,1
101007,A2022,1,2,6,0,1.0,11,11,0.0,0,1
101011,A2022,1,2,5,1,2.0,11,11,0.0,0,1
101026,A2022,1,2,6,0,1.0,14,13,-1.0,0,1
101048,A2022,1,2,6,0,1.0,11,11,0.0,0,1
101061,A2022,1,2,6,0,1.0,11,12,1.0,0,0
101065,A2022,1,2,6,0,1.0,11,12,1.0,0,0
101074,A2022,1,2,6,0,1.0,12,13,1.0,0,0
101095,A2022,1,2,6,0,1.0,12,13,1.0,0,0
101098,A2022,1,2,6,0,1.0,12,12,0.0,0,1
101141,A2022,1,2,6,0,1.0,12,14,2.0,0,0
101142,A2022,1,2,6,0,1.0,11,12,1.0,0,0
101146,A2022,1,2,6,0,1.0,14,15,1.0,0,0
101170,A2022,1,2,6,0,1.0,14,15,1.0,0,0
101175,A2022,1,2,6,0,1.0,13,13,0.0,0,1
101260,A2022,1,2,6,0,1.0,13,14,1.0,0,0
101263,A2022,1,2,6,0,1.0,11,12,1.0,0,0
101264,A2022,1,2,6,0,1.0,12,12,0.0,0,1
101284,A2022,1,2,6,0,1.0,12,12,0.0,0,1
101292,A2022,1,2,6,0,1.0,11,12,1.0,0,0
101304,A2022,1,2,6,0,1.0,11,11,0.0,0,1
101309,A2022,1,2,7,0,0.0,13,14,1.0,0,0
101333,A2022,1,2,6,0,1.0,12,13,1.0,0,0
101338,A2022,1,2,6,0,1.0,11,12,1.0,0,0
101360,A2022,1,2,6,0,1.0,12,12,0.0,0,1
101370,A2022,1,2,6,0,1.0,13,14,1.0,0,0
101372,A2022,1,2,6,0,1.0,11,12,1.0,0,0
101383,A2022,1,2,6,0,1.0,12,12,0.0,0,1
101410,A2022,1,2,6,0,1.0,13,13,0.0,0,1
101420,A2022,1,3,6,0,2.0,13,14,1.0,0,1
101421,A2022,1,4,6,2,3.0,14,15,1.0,0,1
101425,A2022,1,2,6,0,1.0,14,14,0.0,0,1
101445,A2022,1,2,6,0,1.0,12,12,0.0,0,1
101462,A2022,1,2,6,0,1.0,12,14,2.0,0,0
101476,A2022,1,2,5,1,2.0,14,15,1.0,0,0
101483,A2022,1,2,6,0,1.0,12,13,1.0,0,0
101503,A2022,1,3,6,1,2.0,15,14,-1.0,0,1
101504,A2022,1,2,6,0,1.0,11,12,1.0,0,0
101508,A2022,1,2,6,0,1.0,14,13,-1.0,0,1
101517,A2022,1,2,5,1,2.0,13,14,1.0,0,0
101520,A2022,1,2,6,0,1.0,12,12,0.0,0,1
101527,A2022,1,2,5,1,2.0,13,14,1.0,0,0
101531,A2022,1,2,6,0,1.0,11,12,1.0,0,0
101553,A2022,1,2,6,0,1.0,13,14,1.0,0,0
101567,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100032,B2018,0,6,8,1,3.0,12,17,5.0,1,0
100053,B2018,0,1,6,0,0.0,14,19,5.0,0,0
100080,B2018,0,5,8,0,2.0,15,19,4.0,1,0
100089,B2018,0,6,10,0,1.0,14,18,4.0,1,1
100102,B2018,0,4,9,0,0.0,15,20,5.0,0,0
100114,B2018,0,6,9,0,2.0,12,17,5.0,1,0
100177,B2018,0,6,10,0,1.0,13,18,5.0,1,0
100187,B2018,0,6,9,0,2.0,11,15,4.0,1,1
100190,B2018,0,6,10,0,1.0,13,18,5.0,1,0
100196,B2018,0,6,10,0,1.0,13,17,4.0,1,1
100246,B2018,0,4,9,0,0.0,12,17,5.0,0,0
100298,B2018,0,5,8,0,2.0,11,15,4.0,1,0
100349,B2018,0,5,8,1,2.0,13,18,5.0,1,0
100354,B2018,0,6,9,0,2.0,13,17,4.0,1,1
100361,B2018,0,6,9,1,2.0,11,15,4.0,1,1
100363,B2018,0,4,9,0,0.0,15,19,4.0,0,0
100392,B2018,0,6,9,0,2.0,13,17,4.0,1,1
100406,B2018,0,1,5,0,1.0,14,17,3.0,0,0
100409,B2018,0,6,8,0,3.0,15,19,4.0,1,1
100411,B2018,0,5,11,0,-1.0,13,18,5.0,1,0
100417,B2018,0,6,9,0,2.0,11,16,5.0,1,0
100445,B2018,0,6,8,0,3.0,12,17,5.0,1,0
100467,B2018,0,6,9,0,2.0,14,16,2.0,1,1
100494,B2018,0,3,7,0,1.0,12,18,6.0,0,0
100495,B2018,0,2,7,0,0.0,13,18,5.0,0,0
100511,B2018,0,6,8,1,3.0,13,16,3.0,1,1
100577,B2018,0,6,9,0,2.0,14,18,4.0,1,1
100666,B2018,0,3,8,0,0.0,14,18,4.0,0,0
100675,B2018,0,6,9,0,2.0,11,16,5.0,1,0
100684,B2018,0,6,9,0,2.0,12,16,4.0,1,1
100690,B2018,0,6,9,0,2.0,12,16,4.0,1,1
100709,B2018,0,6,11,0,0.0,14,19,5.0,1,0
100720,B2018,0,6,9,0,2.0,11,15,4.0,1,1
100758,B2018,0,6,9,0,2.0,12,16,4.0,1,1
100763,B2018,0,6,9,0,2.0,13,17,4.0,1,1
100773,B2018,0,6,9,1,2.0,12,17,5.0,1,0
100789,B2018,0,2,5,1,2.0,14,19,5.0,0,0
100801,B2018,0,6,9,0,2.0,15,19,4.0,1,1
100803,B2018,0,6,9,0,2.0,12,16,4.0,1,1
100841,B2018,0,5,7,1,3.0,11,16,5.0,1,0
100860,B2018,0,3,7,0,1.0,14,18,4.0,0,0
100872,B2018,0,6,9,0,2.0,12,17,5.0,1,0
100976,B2018,0,6,9,0,2.0,12,16,4.0,1,1
100982,B2018,0,1,7,0,-1.0,,18,,0,
100983,B2018,0,6,9,0,2.0,11,16,5.0,1,0
100998,B2018,0,6,10,1,1.0,14,18,4.0,1,1
101008,B2018,0,5,9,1,1.0,12,17,5.0,1,0
101080,B2018,0,6,9,0,2.0,10,15,5.0,1,0
101121,B2018,0,5,8,0,2.0,12,16,4.0,1,0
101134,B2018,0,6,9,0,2.0,10,14,4.0,1,1
101139,B2018,0,1,5,0,1.0,16,20,4.0,0,0
101140,B2018,0,6,9,0,2.0,14,18,4.0,1,1
101144,B2018,0,6,9,0,2.0,14,19,5.0,1,0
101183,B2018,0,6,9,0,2.0,15,19,4.0,1,1
101191,B2018,0,6,9,0,2.0,15,19,4.0,1,1
101211,B2018,0,5,9,0,1.0,14,19,5.0,1,0
101253,B2018,0,6,8,1,3.0,11,16,5.0,1,0
101254,B2018,0,6,9,0,2.0,12,16,4.0,1,1
101255,B2018,0,5,8,1,2.0,12,16,4.0,1,0
101270,B2018,0,6,9,0,2.0,10,15,5.0,1,0
101312,B2018,0,6,9,0,2.0,11,16,5.0,1,0
101343,B2018,0,6,9,0,2.0,12,17,5.0,1,0
101350,B2018,0,6,9,0,2.0,12,16,4.0,1,1
101371,B2018,0,6,9,0,2.0,13,17,4.0,1,1
101387,B2018,0,6,8,1,3.0,13,17,4.0,1,1
101393,B2018,0,5,8,1,2.0,,18,,1,
101413,B2018,0,6,8,1,3.0,12,17,5.0,1,0
101438,B2018,0,6,9,1,2.0,12,17,5.0,1,0
101443,B2018,0,4,9,0,0.0,14,18,4.0,0,0
101488,B2018,0,4,9,0,0.0,15,19,4.0,0,0
101507,B2018,0,6,9,0,2.0,10,15,5.0,1,0
101510,B2018,0,1,6,0,0.0,15,20,5.0,0,0
101539,B2018,0,6,9,0,2.0,13,17,4.0,1,1
101555,B2018,0,6,9,0,2.0,12,17,5.0,1,0
100016,B2018,1,6,10,0,1.0,12,16,4.0,1,1
100026,B2018,1,6,9,0,2.0,11,15,4.0,1,1
100043,B2018,1,3,7,0,1.0,13,18,5.0,0,0
100045,B2018,1,6,9,0,2.0,10,15,5.0,1,0
100047,B2018,1,3,7,0,1.0,11,17,6.0,0,0
100063,B2018,1,6,9,0,2.0,12,16,4.0,1,1
100088,B2018,1,4,9,0,0.0,14,18,4.0,0,0
100105,B2018,1,6,9,0,2.0,12,16,4.0,1,1
100118,B2018,1,6,9,0,2.0,11,16,5.0,1,0
100126,B2018,1,6,9,0,2.0,12,16,4.0,1,1
100135,B2018,1,6,9,0,2.0,14,19,5.0,1,0
100149,B2018,1,6,9,0,2.0,14,18,4.0,1,1
100164,B2018,1,6,9,0,2.0,10,14,4.0,1,1
100181,B2018,1,6,9,0,2.0,13,17,4.0,1,1
100197,B2018,1,6,9,0,2.0,13,17,4.0,1,1
100229,B2018,1,6,10,0,1.0,12,16,4.0,1,1
100232,B2018,1,6,8,2,3.0,11,16,5.0,1,0
100266,B2018,1,6,9,0,2.0,11,15,4.0,1,1
100269,B2018,1,6,9,0,2.0,11,15,4.0,1,1
100287,B2018,1,6,9,1,2.0,11,16,5.0,1,0
100293,B2018,1,6,9,0,2.0,11,16,5.0,1,0
100302,B2018,1,6,9,0,2.0,13,17,4.0,1,1
100315,B2018,1,4,8,0,1.0,10,15,5.0,0,0
100401,B2018,1,6,9,0,2.0,12,17,5.0,1,0
100428,B2018,1,6,9,0,2.0,13,18,5.0,1,0
100464,B2018,1,6,10,0,1.0,11,15,4.0,1,1
100518,B2018,1,3,7,0,1.0,11,15,4.0,0,0
100532,B2018,1,6,8,1,3.0,11,16,5.0,1,0
100564,B2018,1,6,9,0,2.0,12,16,4.0,1,1
100567,B2018,1,6,9,0,2.0,13,18,5.0,1,0
100588,B2018,1,6,9,0,2.0,12,17,5.0,1,0
100596,B2018,1,6,9,0,2.0,14,17,3.0,1,1
100606,B2018,1,6,11,0,0.0,11,15,4.0,1,1
100639,B2018,1,6,9,0,2.0,,19,,1,
100649,B2018,1,6,9,0,2.0,11,15,4.0,1,1
100655,B2018,1,6,9,0,2.0,13,18,5.0,1,0
100669,B2018,1,5,9,0,1.0,11,16,5.0,1,0
100717,B2018,1,6,9,0,2.0,12,16,4.0,1,1
100732,B2018,1,2,7,0,0.0,16,20,4.0,0,0
100761,B2018,1,6,7,2,4.0,12,17,5.0,1,0
100799,B2018,1,3,8,0,0.0,12,17,5.0,0,0
100823,B2018,1,3,8,0,0.0,11,18,7.0,0,0
100825,B2018,1,2,7,0,0.0,13,17,4.0,0,0
100827,B2018,1,6,8,1,3.0,12,17,5.0,1,0
100847,B2018,1,4,7,0,2.0,13,17,4.0,0,0
100850,B2018,1,6,9,0,2.0,11,16,5.0,1,0
100881,B2018,1,6,9,0,2.0,11,15,4.0,1,1
100899,B2018,1,5,9,0,1.0,11,14,3.0,1,1
100904,B2018,1,6,9,0,2.0,11,16,5.0,1,0
100914,B2018,1,6,9,0,2.0,11,16,5.0,1,0
100934,B2018,1,6,9,0,2.0,11,16,5.0,1,0
100943,B2018,1,6,9,0,2.0,12,17,5.0,1,0
100944,B2018,1,6,9,0,2.0,15,20,5.0,1,0
100950,B2018,1,6,9,0,2.0,12,16,4.0,1,1
100965,B2018,1,6,9,0,2.0,12,16,4.0,1,1
100967,B2018,1,6,9,0,2.0,13,17,4.0,1,1
100969,B2018,1,3,7,0,1.0,14,18,4.0,0,0
101010,B2018,1,6,9,0,2.0,11,15,4.0,1,1
101030,B2018,1,6,9,0,2.0,13,18,5.0,1,0
101046,B2018,1,4,8,0,1.0,12,16,4.0,0,0
101089,B2018,1,6,10,0,1.0,13,18,5.0,1,0
101118,B2018,1,6,9,0,2.0,11,15,4.0,1,1
101135,B2018,1,6,9,0,2.0,11,16,5.0,1,0
101145,B2018,1,2,7,0,0.0,15,20,5.0,0,0
101152,B2018,1,6,8,1,3.0,12,17,5.0,1,0
101157,B2018,1,6,8,1,3.0,12,17,5.0,1,0
101173,B2018,1,6,10,0,1.0,9,14,5.0,1,0
101194,B2018,1,3,8,0,0.0,15,18,3.0,0,0
101214,B2018,1,1,5,0,1.0,14,19,5.0,0,0
101261,B2018,1,6,9,0,2.0,13,17,4.0,1,1
101281,B2018,1,6,9,0,2.0,12,17,5.0,1,0
101286,B2018,1,6,9,0,2.0,13,18,5.0,1,0
101293,B2018,1,6,9,0,2.0,10,15,5.0,1,0
101325,B2018,1,3,7,0,1.0,12,17,5.0,0,0
101326,B2018,1,1,5,0,1.0,15,20,5.0,0,0
101328,B2018,1,6,9,1,2.0,10,15,5.0,1,0
101335,B2018,1,2,7,0,0.0,14,19,5.0,0,0
101361,B2018,1,6,9,0,2.0,10,15,5.0,1,0
101379,B2018,1,6,9,0,2.0,10,14,4.0,1,1
101397,B2018,1,4,9,0,0.0,14,19,5.0,0,0
101402,B2018,1,6,10,0,1.0,11,16,5.0,1,0
101426,B2018,1,6,9,0,2.0,13,17,4.0,1,1
101465,B2018,1,6,9,1,2.0,13,18,5.0,1,0
101490,B2018,1,6,9,0,2.0,13,17,4.0,1,1
101528,B2018,1,3,8,0,0.0,15,20,5.0,0,0
101534,B2018,1,6,9,0,2.0,11,16,5.0,1,0
101551,B2018,1,6,9,0,2.0,11,16,5.0,1,0
101559,B2018,1,2,7,0,0.0,14,18,4.0,0,0
101565,B2018,1,6,9,0,2.0,11,15,4.0,1,1
101574,B2018,1,6,8,1,3.0,13,18,5.0,1,0
