applicant_id,municipality,application_year,selected,male,age_at_application,has_phone,ses_stratum,neighborhood
101434,A,2020,0,0,12,1,1,
101435,A,2020,1,0,14,1,2,18
101436,A,2020,1,0,12,1,3,16
101437,A,2020,1,0,12,1,3,9
101438,B,2018,0,1,12,0,,
101439,A,2020,1,1,14,1,2,5
101440,A,2020,0,0,11,1,2,17
101441,A,2020,0,1,12,1,,7
101442,A,2020,1,1,12,1,2,
101443,B,2018,0,0,14,1,2,
101444,A,2020,1,1,12,1,2,
101445,A,2022,1,0,12,1,1,
101446,A,2020,1,0,12,1,,7
101447,A,2020,1,0,13,1,2,18
101448,A,2020,0,1,13,1,2,5
101449,A,2020,1,1,12,1,3,12
101450,A,2020,0,1,12,1,,11
101451,A,2020,1,1,12,1,2,19
101452,A,2020,1,1,14,1,1,11
101453,A,2020,1,0,12,1,,19
101454,A,2020,0,0,11,1,3,15
101455,A,2020,0,1,15,1,,5
101456,A,2020,0,0,11,1,3,15
101457,A,2020,0,0,13,1,2,7
101458,A,2022,0,0,11,1,2,
101459,A,2020,1,1,15,1,,
101460,A,2022,0,0,12,1,1,
101461,A,2020,1,1,15,1,2,12
101462,A,2022,1,0,12,1,2,
101463,A,2020,1,0,11,1,3,10
101464,A,2020,1,1,12,1,2,19
101465,B,2018,1,0,13,1,,
101466,A,2020,0,0,11,1,,19
101467,A,2020,0,1,12,1,,5
101468,A,2020,1,0,12,1,2,4
101469,A,2020,1,1,15,1,1,19
101470,A,2022,0,0,15,1,1,
101471,A,2020,0,1,14,1,1,19
101472,A,2020,0,0,10,1,2,15
101473,A,2020,1,1,14,1,2,17
101474,A,2020,1,0,13,1,3,10
101475,A,2020,0,1,,1,1,19
101476,A,2022,1,1,14,1,,
101477,A,2020,1,0,14,1,2,17
101478,A,2020,1,0,11,1,,
101479,A,2020,0,0,14,1,2,4
101480,A,2020,0,1,13,1,,17
101481,A,2020,0,1,12,1,2,5
101482,A,2020,0,1,14,1,2,17
101483,A,2022,1,0,12,1,2,
101484,A,2020,1,0,12,1,2,6
101485,A,2020,1,1,14,1,,5
101486,A,2020,0,0,15,1,2,
101487,A,2020,0,1,15,1,3,
101488,B,2018,0,1,15,0,3,
101489,A,2022,0,0,11,1,,
101490,B,2018,1,0,13,1,,
101491,A,2022,0,0,12,1,2,
101492,A,2020,1,0,11,1,,19
101493,A,2020,0,0,11,1,2,6
101494,A,2020,0,0,13,1,2,5
101495,A,2020,1,1,11,1,2,6
101496,A,2020,0,0,12,1,2,5
101497,A,2020,0,1,12,1,2,
101498,A,2020,0,0,12,1,1,6
101499,A,2020,0,0,12,1,3,4
101500,A,2020,1,1,15,1,2,17
101501,A,2020,0,0,11,1,2,8
101502,A,2020,0,0,,1,2,
101503,A,2022,1,0,15,1,2,
101504,A,2022,1,0,11,1,2,
101505,A,2022,0,1,11,1,2,
101506,A,2020,1,1,12,1,2,
101507,B,2018,0,1,10,0,2,
101508,A,2022,1,0,14,1,3,
101509,A,2020,0,1,11,1,2,15
101510,B,2018,0,1,15,0,1,
101511,A,2020,0,1,13,1,2,17
101512,A,2020,0,1,12,1,2,7
101513,A,2020,1,1,11,1,2,18
101514,A,2020,1,1,11,1,2,6
101515,A,2020,0,1,11,1,2,6
101516,A,2020,1,0,12,1,2,19
101517,A,2022,1,0,13,1,2,
101518,A,2020,0,1,12,1,2,10
101519,A,2020,0,1,14,1,2,5
101520,A,2022,1,0,12,1,2,
101521,A,2020,0,0,11,1,2,7
101522,A,2020,1,0,13,1,,19
101523,A,2020,0,1,14,1,2,19
101524,A,2020,0,1,13,1,2,
101525,A,2020,1,0,12,1,2,19
101526,A,2020,1,0,13,1,,19
101527,A,2022,1,0,13,1,1,
101528,B,2018,1,0,15,0,1,
101529,A,2022,0,1,,1,2,
101530,A,2020,1,1,12,1,1,17
101531,A,2022,1,1,11,1,,
101532,A,2022,0,0,13,1,2,
101533,A,2020,1,0,12,1,2,19
101534,B,2018,1,1,11,0,1,
101535,A,2022,0,0,13,1,2,
101536,A,2020,0,1,11,1,2,8
101537,A,2020,1,1,13,1,3,17
101538,A,2020,1,1,12,1,2,19
101539,B,2018,0,1,13,1,2,
101540,A,2020,0,0,14,1,2,19
101541,A,2020,1,1,12,1,,6
101542,A,2020,1,1,12,1,2,1
101543,A,2020,1,1,12,1,2,11
101544,A,2020,1,1,11,1,1,8
101545,A,2020,1,0,12,1,2,17
101546,A,2020,1,0,13,1,2,
101547,A,2020,1,0,13,1,2,18
101548,A,2020,1,0,13,1,2,
101549,A,2022,0,0,14,1,,
101550,A,2020,0,1,,1,1,19
101551,B,2018,1,0,11,1,,
101552,A,2020,0,0,11,1,1,5
101553,A,2022,1,0,13,1,3,
101554,A,2020,1,1,12,1,2,6
101555,B,2018,0,0,12,0,3,
101556,A,2020,0,0,14,1,1,18
101557,A,2022,0,0,11,1,3,
101558,A,2020,1,1,12,1,3,17
101559,B,2018,1,1,14,0,2,
101560,A,2020,1,0,13,1,2,11
101561,A,2020,0,1,,1,2,
101562,A,2020,0,1,12,1,,19
101563,A,2020,1,0,13,1,3,19
101564,A,2020,1,1,13,1,2,
101565,B,2018,1,0,11,0,,
101566,A,2020,1,1,15,1,,19
101567,A,2022,1,1,11,1,2,
101568,A,2020,0,1,11,1,,
101569,A,2020,1,1,12,1,3,18
101570,A,2020,0,1,15,1,,
101571,A,2020,1,0,14,1,,
101572,A,2020,1,0,12,1,2,
101573,A,2020,0,0,14,1,2,19
101574,B,2018,1,0,13,0,1,
101575,A,2022,0,1,11,1,2,
101576,A,2022,0,1,11,1,3,
101577,A,2020,0,1,11,1,3,15
101578,A,2020,0,1,14,1,3,19
101579,A,2020,0,0,12,1,2,10
101580,A,2022,0,0,11,1,3,
101581,A,2020,1,0,13,1,2,19
101582,A,2022,0,1,12,1,,
101583,A,2020,0,0,13,1,,11
101584,A,2020,1,1,13,1,1,19
101585,A,2020,0,0,,1,1,19
101586,A,2020,1,0,11,1,1,
101587,A,2020,0,1,14,1,2,
101588,A,2020,0,1,12,1,1,19
101589,A,2020,1,1,,1,3,
101590,A,2020,1,0,12,1,2,4
101591,A,2020,0,1,14,1,3,10
101592,A,2020,0,0,13,1,1,
101593,A,2020,1,0,12,1,3,18
101594,A,2020,0,1,14,1,3,6
101595,A,2020,1,1,13,1,2,7
101596,A,2020,1,0,11,1,1,17
101597,A,2020,0,0,14,1,3,
101598,A,2020,1,0,12,1,2,
101599,A,2020,1,1,13,1,2,10
101600,A,2020,0,0,13,1,3,19
101601,A,2020,0,0,11,1,2,4
101602,A,2020,0,0,14,1,2,17
101603,A,2020,1,1,12,1,1,19
101604,A,2020,1,0,10,1,1,
101605,A,2020,1,1,14,1,3,
101606,A,2020,0,0,12,1,2,18
101607,A,2020,1,0,11,1,2,5
101608,A,2020,1,1,14,1,,
101609,A,2020,0,1,12,1,2,4
101610,A,2020,1,0,11,1,1,
101611,A,2020,1,0,11,1,2,4
101612,A,2020,1,0,12,1,2,4
101613,A,2020,1,0,10,1,2,4
101614,A,2020,0,1,14,1,2,7
101615,A,2020,1,0,12,1,2,7
101616,A,2020,1,0,12,1,1,
101617,A,2020,1,0,12,1,,
