"section","key","field","actual","expected","pass"
"IV","A_2022/in_private_now/years_in_school/TRUE","first_stage","0.155421970440643","0.155421970440643",TRUE
"IV","A_2022/in_private_now/years_in_school/TRUE","first_stage_se","0.0541554902360776","0.0541554902360776",TRUE
"IV","A_2022/in_private_now/years_in_school/TRUE","first_stage_F","8.23644567150242","8.23644567150243",TRUE
"IV","A_2022/in_private_now/years_in_school/TRUE","estimate","0.267471422686478","0.267471422686478",TRUE
"IV","A_2022/in_private_now/years_in_school/TRUE","se","0.343228802837018","0.343228802837017",TRUE
"IV","A_2022/in_private_now/years_in_school/TRUE","ci_low","-0.408307862116217","-0.408307862116217",TRUE
"IV","A_2022/in_private_now/years_in_school/TRUE","ci_high","0.943250707489174","0.943250707489174",TRUE
"IV","A_2022/in_private_now/years_in_school/TRUE","p_value","0.436504812830992","0.436504812830992",TRUE
"IV","A_2022/in_private_now/years_in_school/TRUE","ar_p_zero","0.444280197405394","0.444280197405394",TRUE
"IV","A_2022/in_private_now/years_in_school/TRUE","var_rf","0.00294430756264782","0.00294430756264782",TRUE
"IV","A_2022/in_private_now/years_in_school/TRUE","var_fs","0.0029328171227099","0.0029328171227099",TRUE
"IV","A_2022/in_private_now/years_in_school/TRUE","cov_rf_fs","0.000576516589782341","0.000576516589782341",TRUE
"IV","A_2022/in_private_now/years_in_school/TRUE","df","267","267",TRUE
"AR set","A_2022/in_private_now/years_in_school/TRUE","type","bounded","bounded",TRUE
"AR set","A_2022/in_private_now/years_in_school/TRUE","lower","-0.60045685072693","-0.60045685",TRUE
"AR set","A_2022/in_private_now/years_in_school/TRUE","upper","1.26147261694504","1.26147262",TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","n","273","273",TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","n_control","128","128",TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","n_selected","145","145",TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","reduced_form","0","0",TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","reduced_form_se","0","0",TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","first_stage","0.149730603448276","0.149730603448276",TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","first_stage_se","0.0529988832865392","0.0529988832865392",TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","first_stage_F","7.98155870029177","7.98155870029177",TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","estimate","0","0",TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","se",NA,NA,TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","ci_low",NA,NA,TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","ci_high",NA,NA,TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","p_value",NA,NA,TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","ar_p_zero",NA,NA,TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","var_rf","0","0",TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","var_fs","0.0028088816296202","0.0028088816296202",TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","cov_rf_fs","0","0",TRUE
"IV","A_2022/in_private_now/married_or_cohab/FALSE","df","271","271",TRUE
"IV inference","A_2022/in_private_now/married_or_cohab/FALSE","zero-event suppression","not reported","not reported",TRUE
"IV inference","A_2022/in_private_now/married_or_cohab/FALSE","AR lower",NA,NA,TRUE
"IV inference","A_2022/in_private_now/married_or_cohab/FALSE","AR upper",NA,NA,TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","n","273","273",TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","n_control","128","128",TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","n_selected","145","145",TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","reduced_form","0","0",TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","reduced_form_se","0","0",TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","first_stage","0.148438891280781","0.148438891280781",TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","first_stage_se","0.0541575675040411","0.0541575675040411",TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","first_stage_F","7.51237232830197","7.51237232830197",TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","estimate","0","0",TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","se",NA,NA,TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","ci_low",NA,NA,TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","ci_high",NA,NA,TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","p_value",NA,NA,TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","ar_p_zero",NA,NA,TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","var_rf","0","0",TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","var_fs","0.00293304211795477","0.00293304211795477",TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","cov_rf_fs","0","0",TRUE
"IV","A_2022/in_private_now/married_or_cohab/TRUE","df","266","266",TRUE
"IV inference","A_2022/in_private_now/married_or_cohab/TRUE","zero-event suppression","not reported","not reported",TRUE
"IV inference","A_2022/in_private_now/married_or_cohab/TRUE","AR lower",NA,NA,TRUE
"IV inference","A_2022/in_private_now/married_or_cohab/TRUE","AR upper",NA,NA,TRUE
"IV","A_2022/in_private_now/has_child/FALSE","n","272","272",TRUE
"IV","A_2022/in_private_now/has_child/FALSE","n_control","127","127",TRUE
"IV","A_2022/in_private_now/has_child/FALSE","n_selected","145","145",TRUE
"IV","A_2022/in_private_now/has_child/FALSE","reduced_form","0","0",TRUE
"IV","A_2022/in_private_now/has_child/FALSE","reduced_form_se","0","0",TRUE
"IV","A_2022/in_private_now/has_child/FALSE","first_stage","0.15237578061363","0.15237578061363",TRUE
"IV","A_2022/in_private_now/has_child/FALSE","first_stage_se","0.0531945068240997","0.0531945068240997",TRUE
"IV","A_2022/in_private_now/has_child/FALSE","first_stage_F","8.20537272328222","8.20537272328222",TRUE
"IV","A_2022/in_private_now/has_child/FALSE","estimate","0","0",TRUE
"IV","A_2022/in_private_now/has_child/FALSE","se",NA,NA,TRUE
"IV","A_2022/in_private_now/has_child/FALSE","ci_low",NA,NA,TRUE
"IV","A_2022/in_private_now/has_child/FALSE","ci_high",NA,NA,TRUE
"IV","A_2022/in_private_now/has_child/FALSE","p_value",NA,NA,TRUE
"IV","A_2022/in_private_now/has_child/FALSE","ar_p_zero",NA,NA,TRUE
"IV","A_2022/in_private_now/has_child/FALSE","var_rf","0","0",TRUE
"IV","A_2022/in_private_now/has_child/FALSE","var_fs","0.00282965555625919","0.00282965555625919",TRUE
"IV","A_2022/in_private_now/has_child/FALSE","cov_rf_fs","0","0",TRUE
"IV","A_2022/in_private_now/has_child/FALSE","df","270","270",TRUE
"IV inference","A_2022/in_private_now/has_child/FALSE","zero-event suppression","not reported","not reported",TRUE
"IV inference","A_2022/in_private_now/has_child/FALSE","AR lower",NA,NA,TRUE
"IV inference","A_2022/in_private_now/has_child/FALSE","AR upper",NA,NA,TRUE
"IV","A_2022/in_private_now/has_child/TRUE","n","272","272",TRUE
"IV","A_2022/in_private_now/has_child/TRUE","n_control","127","127",TRUE
"IV","A_2022/in_private_now/has_child/TRUE","n_selected","145","145",TRUE
"IV","A_2022/in_private_now/has_child/TRUE","reduced_form","0","0",TRUE
"IV","A_2022/in_private_now/has_child/TRUE","reduced_form_se","0","0",TRUE
"IV","A_2022/in_private_now/has_child/TRUE","first_stage","0.151309732979179","0.151309732979179",TRUE
"IV","A_2022/in_private_now/has_child/TRUE","first_stage_se","0.0543414837698955","0.0543414837698955",TRUE
"IV","A_2022/in_private_now/has_child/TRUE","first_stage_F","7.75301715265063","7.75301715265064",TRUE
"IV","A_2022/in_private_now/has_child/TRUE","estimate","0","0",TRUE
"IV","A_2022/in_private_now/has_child/TRUE","se",NA,NA,TRUE
"IV","A_2022/in_private_now/has_child/TRUE","ci_low",NA,NA,TRUE
"IV","A_2022/in_private_now/has_child/TRUE","ci_high",NA,NA,TRUE
"IV","A_2022/in_private_now/has_child/TRUE","p_value",NA,NA,TRUE
"IV","A_2022/in_private_now/has_child/TRUE","ar_p_zero",NA,NA,TRUE
"IV","A_2022/in_private_now/has_child/TRUE","var_rf","0","0",TRUE
"IV","A_2022/in_private_now/has_child/TRUE","var_fs","0.00295299685831382","0.00295299685831382",TRUE
"IV","A_2022/in_private_now/has_child/TRUE","cov_rf_fs","0","0",TRUE
"IV","A_2022/in_private_now/has_child/TRUE","df","265","265",TRUE
"IV inference","A_2022/in_private_now/has_child/TRUE","zero-event suppression","not reported","not reported",TRUE
"IV inference","A_2022/in_private_now/has_child/TRUE","AR lower",NA,NA,TRUE
"IV inference","A_2022/in_private_now/has_child/TRUE","AR upper",NA,NA,TRUE
"IV","A_2022/in_private_now/working/FALSE","n","274","274",TRUE
"IV","A_2022/in_private_now/working/FALSE","n_control","129","129",TRUE
"IV","A_2022/in_private_now/working/FALSE","n_selected","145","145",TRUE
"IV","A_2022/in_private_now/working/FALSE","reduced_form","-0.0240577385725742","-0.0240577385725742",TRUE
"IV","A_2022/in_private_now/working/FALSE","reduced_form_se","0.0332421090862386","0.0332421090862386",TRUE
"IV","A_2022/in_private_now/working/FALSE","first_stage","0.154878374766105","0.154878374766105",TRUE
"IV","A_2022/in_private_now/working/FALSE","first_stage_se","0.0529919583038417","0.0529919583038417",TRUE
"IV","A_2022/in_private_now/working/FALSE","first_stage_F","8.54204052053982","8.54204052053982",TRUE
"IV","A_2022/in_private_now/working/FALSE","estimate","-0.155333103210218","-0.155333103210218",TRUE
"IV","A_2022/in_private_now/working/FALSE","se","0.213574874174344","0.213574874174344",TRUE
"IV","A_2022/in_private_now/working/FALSE","ci_low","-0.575803051195355","-0.575803051195355",TRUE
"IV","A_2022/in_private_now/working/FALSE","ci_high","0.265136844774918","0.265136844774918",TRUE
"IV","A_2022/in_private_now/working/FALSE","p_value","0.467667447924032","0.467667447924032",TRUE
"IV","A_2022/in_private_now/working/FALSE","ar_p_zero","0.46986403879264","0.46986403879264",TRUE
"IV","A_2022/in_private_now/working/FALSE","var_rf","0.00110503781650139","0.00110503781650139",TRUE
"IV","A_2022/in_private_now/working/FALSE","var_fs","0.00280814764487609","0.00280814764487609",TRUE
"IV","A_2022/in_private_now/working/FALSE","cov_rf_fs","-0.000253105113325174","-0.000253105113325174",TRUE
"IV","A_2022/in_private_now/working/FALSE","df","272","272",TRUE
"AR set","A_2022/in_private_now/working/FALSE","type","bounded","bounded",TRUE
"AR set","A_2022/in_private_now/working/FALSE","lower","-0.780962618429016","-0.78096262",TRUE
"AR set","A_2022/in_private_now/working/FALSE","upper","0.361980678594298","0.36198068",TRUE
"IV","A_2022/in_private_now/working/TRUE","n","274","274",TRUE
"IV","A_2022/in_private_now/working/TRUE","n_control","129","129",TRUE
"IV","A_2022/in_private_now/working/TRUE","n_selected","145","145",TRUE
"IV","A_2022/in_private_now/working/TRUE","reduced_form","-0.00869008168136838","-0.00869008168136837",TRUE
"IV","A_2022/in_private_now/working/TRUE","reduced_form_se","0.0309585156211274","0.0309585156211274",TRUE
"IV","A_2022/in_private_now/working/TRUE","first_stage","0.155421970440643","0.155421970440643",TRUE
"IV","A_2022/in_private_now/working/TRUE","first_stage_se","0.0541554902360776","0.0541554902360776",TRUE
"IV","A_2022/in_private_now/working/TRUE","first_stage_F","8.23644567150242","8.23644567150243",TRUE
"IV","A_2022/in_private_now/working/TRUE","estimate","-0.0559128265890002","-0.0559128265890001",TRUE
"IV","A_2022/in_private_now/working/TRUE","se","0.197480195355194","0.197480195355194",TRUE
"IV","A_2022/in_private_now/working/TRUE","ci_low","-0.444729336382905","-0.444729336382905",TRUE
"IV","A_2022/in_private_now/working/TRUE","ci_high","0.332903683204905","0.332903683204905",TRUE
"IV","A_2022/in_private_now/working/TRUE","p_value","0.777295573068012","0.777295573068013",TRUE
"IV","A_2022/in_private_now/working/TRUE","ar_p_zero","0.779157238252266","0.779157238252266",TRUE
"IV","A_2022/in_private_now/working/TRUE","var_rf","0.000958429689463591","0.00095842968946359",TRUE
"IV","A_2022/in_private_now/working/TRUE","var_fs","0.0029328171227099","0.0029328171227099",TRUE
"IV","A_2022/in_private_now/working/TRUE","cov_rf_fs","-0.00022850578702203","-0.00022850578702203",TRUE
"IV","A_2022/in_private_now/working/TRUE","df","267","267",TRUE
"AR set","A_2022/in_private_now/working/TRUE","type","bounded","bounded",TRUE
"AR set","A_2022/in_private_now/working/TRUE","lower","-0.571120174218936","-0.57112017",TRUE
"AR set","A_2022/in_private_now/working/TRUE","upper","0.49841711784415","0.49841712",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","n","274","274",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","n_control","129","129",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","n_selected","145","145",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","reduced_form","-0.195028067361667","-0.195028067361667",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","reduced_form_se","0.844462865821213","0.844462865821213",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","first_stage","0.154878374766105","0.154878374766105",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","first_stage_se","0.0529919583038417","0.0529919583038417",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","first_stage_F","8.54204052053982","8.54204052053982",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","estimate","-1.25923369002416","-1.25923369002416",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","se","5.39613580059936","5.39613580059936",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","ci_low","-11.8827349242873","-11.8827349242873",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","ci_high","9.36426754423901","9.36426754423901",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","p_value","0.815658624053392","0.815658624053392",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","ar_p_zero","0.817527849107363","0.817527849107363",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","var_rf","0.713117531750976","0.713117531750976",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","var_fs","0.00280814764487609","0.00280814764487609",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","cov_rf_fs","-0.0075843946973226","-0.0075843946973226",TRUE
"IV","A_2022/in_private_now/hours_worked/FALSE","df","272","272",TRUE
"AR set","A_2022/in_private_now/hours_worked/FALSE","type","bounded","bounded",TRUE
"AR set","A_2022/in_private_now/hours_worked/FALSE","lower","-14.4852622212692","-14.48526222",TRUE
"AR set","A_2022/in_private_now/hours_worked/FALSE","upper","14.3617092370645","14.36170924",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","n","274","274",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","n_control","129","129",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","n_selected","145","145",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","reduced_form","0.00524545921298757","0.00524545921298756",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","reduced_form_se","0.781103416562492","0.781103416562492",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","first_stage","0.155421970440643","0.155421970440643",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","first_stage_se","0.0541554902360776","0.0541554902360776",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","first_stage_F","8.23644567150242","8.23644567150243",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","estimate","0.0337497922469775","0.0337497922469773",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","se","5.02724553104095","5.02724553104095",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","ci_low","-9.86433673607862","-9.86433673607861",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","ci_high","9.93183632057257","9.93183632057257",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","p_value","0.994648553940114","0.994648553940114",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","ar_p_zero","0.994646902911296","0.994646902911296",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","var_rf","0.610122547365599","0.610122547365599",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","var_fs","0.0029328171227099","0.0029328171227099",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","cov_rf_fs","-0.00552882375552405","-0.00552882375552405",TRUE
"IV","A_2022/in_private_now/hours_worked/TRUE","df","267","267",TRUE
"AR set","A_2022/in_private_now/hours_worked/TRUE","type","bounded","bounded",TRUE
"AR set","A_2022/in_private_now/hours_worked/TRUE","lower","-11.9711401477146","-11.97114015",TRUE
"AR set","A_2022/in_private_now/hours_worked/TRUE","upper","15.4509425315636","15.45094253",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","n","162","162",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","n_control","74","74",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","n_selected","88","88",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","reduced_form","0.0764742014742015","0.0764742014742015",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","reduced_form_se","0.230753448067459","0.230753448067459",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","first_stage","0.185503685503686","0.185503685503686",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","first_stage_se","0.0779785207835154","0.0779785207835154",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","first_stage_F","5.65920074546663","5.65920074546663",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","estimate","0.412251655629138","0.412251655629138",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","se","1.17931891772502","1.17931891772502",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","ci_low","-1.91678711472445","-1.91678711472445",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","ci_high","2.74129042598272","2.74129042598272",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","p_value","0.727122921142627","0.727122921142627",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","ar_p_zero","0.740767826430169","0.740767826430169",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","var_rf","0.0532471537950213","0.0532471537950213",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","var_fs","0.00608064970358514","0.00608064970358514",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","cov_rf_fs","0.00778787485883371","0.00778787485883371",TRUE
"IV","B_2018/in_private_now/years_in_school/FALSE","df","160","160",TRUE
"AR set","B_2018/in_private_now/years_in_school/FALSE","type","bounded","bounded",TRUE
"AR set","B_2018/in_private_now/years_in_school/FALSE","lower","-6.11364242183484","-6.11364242",TRUE
"AR set","B_2018/in_private_now/years_in_school/FALSE","upper","3.08655965090426","3.08655965",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","n","162","162",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","n_control","74","74",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","n_selected","88","88",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","reduced_form","-0.24894877416341","-0.24894877416341",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","reduced_form_se","0.210406406149933","0.210406406149933",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","first_stage","0.127968936514765","0.127968936514765",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","first_stage_se","0.0779598544013987","0.0779598544013987",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","first_stage_F","2.69443110123318","2.69443110123318",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","estimate","-1.94538441080728","-1.94538441080728",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","se","2.41789777055843","2.41789777055843",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","ci_low","-6.72191258257688","-6.72191258257688",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","ci_high","2.83114376096232","2.83114376096231",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","p_value","0.422304294093495","0.422304294093495",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","ar_p_zero","0.238560890877926","0.238560890877926",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","var_rf","0.0442708557489306","0.0442708557489306",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","var_fs","0.00607773889828728","0.00607773889828728",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","cov_rf_fs","0.00731628098578784","0.00731628098578784",TRUE
"IV","B_2018/in_private_now/years_in_school/TRUE","df","154","154",TRUE
"AR set","B_2018/in_private_now/years_in_school/TRUE","type","disjoint","disjoint",TRUE
"AR set","B_2018/in_private_now/years_in_school/TRUE","lower","0.974762478609578","0.97476248",TRUE
"AR set","B_2018/in_private_now/years_in_school/TRUE","upper","15.4797561850916","15.47975619",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","n","162","162",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","n_control","74","74",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","n_selected","88","88",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","reduced_form","-0.0313267813267812","-0.0313267813267812",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","reduced_form_se","0.0309149993331921","0.0309149993331921",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","first_stage","0.185503685503686","0.185503685503686",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","first_stage_se","0.0779785207835154","0.0779785207835154",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","first_stage_F","5.65920074546663","5.65920074546663",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","estimate","-0.168874172185429","-0.168874172185429",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","se","0.168379230750934","0.168379230750934",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","ci_low","-0.501406577667183","-0.501406577667182",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","ci_high","0.163658233296324","0.163658233296324",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","p_value","0.317404458299729","0.317404458299729",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","ar_p_zero","0.312437333899313","0.312437333899313",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","var_rf","0.000955737183771269","0.000955737183771269",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","var_fs","0.00608064970358514","0.00608064970358514",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","cov_rf_fs","-0.000454554085422254","-0.000454554085422254",TRUE
"IV","B_2018/in_private_now/married_or_cohab/FALSE","df","160","160",TRUE
"AR set","B_2018/in_private_now/married_or_cohab/FALSE","type","bounded","bounded",TRUE
"AR set","B_2018/in_private_now/married_or_cohab/FALSE","lower","-1.00948983971323","-1.00948984",TRUE
"AR set","B_2018/in_private_now/married_or_cohab/FALSE","upper","0.254348061236878","0.25434806",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","n","162","162",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","n_control","74","74",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","n_selected","88","88",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","reduced_form","-0.0317560832114615","-0.0317560832114615",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","reduced_form_se","0.0338917403007141","0.0338917403007141",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","first_stage","0.127968936514765","0.127968936514765",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","first_stage_se","0.0779598544013987","0.0779598544013987",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","first_stage_F","2.69443110123318","2.69443110123318",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","estimate","-0.248154623116662","-0.248154623116662",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","se","0.276977351109298","0.276977351109298",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","ci_low","-0.795320072634459","-0.795320072634459",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","ci_high","0.299010826401136","0.299010826401136",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","p_value","0.371684021669283","0.371684021669283",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","ar_p_zero","0.350232896827849","0.350232896827848",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","var_rf","0.00114865006061105","0.00114865006061105",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","var_fs","0.00607773889828728","0.00607773889828728",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","cov_rf_fs","-0.000537183640496272","-0.000537183640496272",TRUE
"IV","B_2018/in_private_now/married_or_cohab/TRUE","df","154","154",TRUE
"AR set","B_2018/in_private_now/married_or_cohab/TRUE","type","all real","all real",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","n","162","162",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","n_control","74","74",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","n_selected","88","88",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","reduced_form","-0.00859950859950857","-0.00859950859950857",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","reduced_form_se","0.0346288732326396","0.0346288732326396",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","first_stage","0.185503685503686","0.185503685503686",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","first_stage_se","0.0779785207835154","0.0779785207835154",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","first_stage_F","5.65920074546663","5.65920074546663",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","estimate","-0.0463576158940394","-0.0463576158940394",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","se","0.183266556171194","0.183266556171194",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","ci_low","-0.408291023572503","-0.408291023572503",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","ci_high","0.315575791784424","0.315575791784424",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","p_value","0.800630114113263","0.800630114113263",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","ar_p_zero","0.804194842591913","0.804194842591913",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","var_rf","0.00119915886136222","0.00119915886136222",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","var_fs","0.00608064970358514","0.00608064970358514",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","cov_rf_fs","-0.000608919051699444","-0.000608919051699444",TRUE
"IV","B_2018/in_private_now/has_child/FALSE","df","160","160",TRUE
"AR set","B_2018/in_private_now/has_child/FALSE","type","bounded","bounded",TRUE
"AR set","B_2018/in_private_now/has_child/FALSE","lower","-0.587163585851772","-0.58716359",TRUE
"AR set","B_2018/in_private_now/has_child/FALSE","upper","0.732958887838261","0.73295889",TRUE
"IV","B_2018/in_private_now/has_child/TRUE","n","162","162",TRUE
"IV","B_2018/in_private_now/has_child/TRUE","n_control","74","74",TRUE
"IV","B_2018/in_private_now/has_child/TRUE","n_selected","88","88",TRUE
"IV","B_2018/in_private_now/has_child/TRUE","reduced_form","0.00662735905859132","0.00662735905859133",TRUE
"IV","B_2018/in_private_now/has_child/TRUE","reduced_form_se","0.0415148715287555","0.0415148715287555",TRUE
